title,text,label
"Điện mặt trời gây ung thư da cho người sống gần tấm pin năng lượng","Thông tin sai lệch tuyên bố tấm pin năng lượng mặt trời phát ra bức xạ có hại gây ung thư da và suy giảm sức khỏe cho người sống gần đó",unreliable
"Cây phong thủy trong nhà hút hết khí tốt gây vận đen liên miên","Mê tín dị đoan lan truyền cho rằng một số loại cây cảnh đặt trong nhà sẽ hút khí tốt và mang vận đen đến cho gia đình sống trong nhà",unreliable
"Ứng dụng điện thoại chụp ảnh dự đoán tuổi thọ chính xác 100 phần trăm","Quảng cáo ứng dụng bịa đặt tuyên bố có thể phân tích khuôn mặt trong ảnh để dự đoán chính xác tuổi thọ và ngày tháng năm mất của người dùng",unreliable
"Tiêm insulin sẽ gây nghiện và phụ thuộc suốt đời không bỏ được","Tin đồn phản khoa học làm hại bệnh nhân tuyên bố tiêm insulin sẽ gây nghiện thuốc và người bệnh sẽ phụ thuộc insulin suốt đời không bỏ được",unreliable
"Người bị HIV không được phép kết hôn theo luật Việt Nam","Thông tin sai lệch về pháp luật tuyên bố người bị nhiễm HIV không được phép kết hôn theo quy định của Luật Hôn nhân Gia đình Việt Nam",unreliable
"Ăn mướp đắng lúc đói buổi sáng chữa dứt điểm bệnh thận","Bài thuốc dân gian không có cơ sở khoa học khẳng định ăn mướp đắng lúc đói mỗi sáng sẽ chữa khỏi hoàn toàn bệnh suy thận mãn tính",unreliable
"Bác sĩ giỏi nhất Việt Nam bị phát hiện bán nội tạng bệnh nhân","Tin giả bịa đặt tuyên bố bác sĩ nổi tiếng tại một bệnh viện lớn bị phát hiện bán nội tạng bệnh nhân ra nước ngoài với giá hàng triệu đô",unreliable
"Uống cà phê trước khi tập gym sẽ làm tim ngừng đập đột ngột","Thông tin sai lệch tuyên bố uống cà phê trước khi tập thể dục cường độ cao sẽ làm tim đập quá nhanh dẫn đến ngừng tim đột ngột nguy hiểm",unreliable
"Hạt giống nảy mầm trong dạ dày sau khi ăn dưa hấu nhiều hạt","Tin đồn vô căn cứ tuyên bố nuốt nhiều hạt dưa hấu cùng lúc có thể khiến hạt nảy mầm trong dạ dày gây đau bụng và nguy hiểm tính mạng",unreliable
"Tự chữa gãy xương bằng nẹp tre và đắp lá nếu không có tiền đi viện","Lời khuyên nguy hiểm và sai lệch hướng dẫn người dân tự nẹp xương gãy bằng thanh tre và đắp lá thuốc dân gian thay vì đến bệnh viện",unreliable
"Giọng ca nổi tiếng tạo ra nhạc bằng AI và bán hàng triệu bản","Tin giả bịa đặt tuyên bố ca sĩ nổi tiếng thực ra không hát thật mà dùng AI tạo ra giọng hát và bán hàng triệu album giả mạo cho fan hâm mộ",unreliable
"Massage chân 10 phút mỗi tối chữa khỏi bệnh tiểu đường hoàn toàn","Bài viết vô căn cứ tuyên bố massage lòng bàn chân đúng huyệt mỗi tối 10 phút sẽ chữa khỏi hoàn toàn bệnh tiểu đường type 2 không cần thuốc",unreliable
"Sữa ong chúa tươi chữa vô sinh cho phụ nữ sau 3 tháng sử dụng","Quảng cáo sữa ong chúa tươi tuyên bố sản phẩm có thể chữa vô sinh cho phụ nữ và giúp thụ thai thành công sau 3 tháng sử dụng đều đặn",unreliable
"Người đàn ông sống sót sau khi nhịn ăn 1 năm chỉ uống nước lọc","Câu chuyện bịa đặt lan truyền về người đàn ông nhịn ăn hoàn toàn trong 1 năm chỉ uống nước lọc mà vẫn sống khỏe mạnh và tăng cân",unreliable
"Đèn LED màu đỏ chiếu vào khớp 20 phút chữa viêm khớp dứt điểm","Bài quảng cáo vô căn cứ tuyên bố thiết bị đèn LED đỏ có thể xuyên sâu vào khớp xương và tiêu diệt viêm khớp hoàn toàn chỉ trong 20 phút",unreliable
"Nước tiểu của chính mình uống vào giải độc tốt nhất cho gan thận","Bài viết nguy hiểm và phản khoa học tuyên bố uống nước tiểu của chính mình mỗi sáng là phương pháp giải độc tự nhiên tốt nhất cho gan thận",unreliable
"Người bị cao huyết áp tuyệt đối không được uống cà phê và trà xanh","Cảnh báo thổi phồng và sai lệch tuyên bố người bị tăng huyết áp hoàn toàn không được uống bất kỳ lượng cà phê hay trà xanh nào vì sẽ gây tai biến",unreliable
"Đặt chai nước đầy trước cửa nhà xua đuổi muỗi và côn trùng","Mẹo dân gian không có cơ sở khoa học lan truyền rằng đặt chai nhựa đựng đầy nước trước cửa nhà sẽ xua đuổi và giết chết muỗi hiệu quả",unreliable
"Chụp X-quang 1 lần tương đương hút 1000 điếu thuốc lá","Thông tin cường điệu hóa tuyên bố một lần chụp X-quang phát ra lượng bức xạ tương đương hút 1000 điếu thuốc lá gây ung thư phổi ngay",unreliable
"Xà phòng kháng khuẩn giết chết hệ vi sinh vật tốt gây ung thư da","Bài viết thổi phồng tuyên bố sử dụng xà phòng kháng khuẩn hằng ngày sẽ tiêu diệt hệ vi sinh vật có lợi trên da gây ung thư da sau nhiều năm",unreliable
"Ăn thịt chó giúp tăng cường hệ miễn dịch chống ung thư","Bài viết vô căn cứ tuyên bố thịt chó chứa các dưỡng chất đặc biệt có thể tăng cường hệ miễn dịch và ngăn ngừa sự phát triển của tế bào ung thư",unreliable
